ASX Listed Companies (1 June 2018),,,,,,
Code,Company,Sector,Market Cap,Weight(%),,Total Index Market Cap
UBU,Ubs IQ MSCI Usa ETF Units FP,,"6,700,650",0.000,,
UBW,Ubs IQ World Ex Aus ETF Units FP,,"29,285,700",0.001,,
UCM,Uscom Limited,Health Care,"23,999,200",0.001,,
UCW,UCW Limited,Consumer Discretionary,"13,143,000",0.001,,
UIL,UIL Energy Limited,Energy,"9,247,040",0.000,,
UMAX,Beta S&P500 Yieldmax ETF Units FP,,"92,613,300",0.004,,
UNL,United Networks Limited,Telecommunication Services,"2,013,890",0.000,,
UNV,Universal Coal Plc Chess Depositary Interests 1:1,Energy,"130,618,000",0.006,,
UOS,United Overseas Aust,Real Estate,"333,052,000",0.016,,
UPD,Updater Inc Chess Depositary Interests 25:1 Forus,Information Technology,"618,264,000",0.030,,
URB,URB Investments Limited,,"70,971,700",0.003,,
URF,US Masters Res Fund Ordinary Units FP,Real Estate,"580,909,000",0.028,,
USA,Uraniumsa Limited,Energy,"3,245,050",0.000,,
USD,Betashares US Dollar ETF Units FP,,"484,274,000",0.023,,
USR,US Residential Fund Stapled Securities,,"10,488,700",0.001,,
UTR,Ultracharge Limited,Industrials,"18,507,800",0.001,,
UUL,Ultima Utd Limited,Real Estate,"1,912,550",0.000,,
UUV,UUV Aquabotix Limited,Industrials,"2,835,000",0.000,,
VACF,Van Aus Corp Fi ETF ETF Units FP,,"111,312,000",0.005,,
VAE,VGD Ftse Asia Ex JPN ETF Units FP,,"76,776,200",0.004,,
VAF,VNGD Aus Fi ETF Units FP,,"701,705,000",0.034,,
VAH,Virgin Aus HLDG Limited,Industrials,"1,942,400,000",0.094,,
VAL,Valor Resources Limited,Materials,"20,657,100",0.001,,
VAN,Vango Mining Limited,Materials,"71,897,300",0.003,,
VAP,VNGD Aus Prop Sec ETF Units FP,,"1,033,380,000",0.050,,
VAR,Variscan Mines Limited,Materials,"3,115,320",0.000,,
VAS,VNGD Aus Shares ETF Units FP,,"2,678,770,000",0.130,,
VBND,VNGD GLB Agg Bond ETF Units FP,,"10,993,300",0.001,,
VBS,Vectus Biosystems,Health Care,"23,380,000",0.001,,
VCF,VD Int CRD Sec ETF ETF Units FP,,"103,943,000",0.005,,
VCX,Vicinity Centres Ordinary/Units FP Stapled Securities,Real Estate,"10,337,200,000",0.501,,
VDBA,VNGD DIV Balance ETF Units FP,,"14,770,700",0.001,,
VDCO,VNGD DIV Conserv ETF Units FP,,"6,565,620",0.000,,
VDGR,VNGD DIV Growth ETF Units FP,,"22,272,200",0.001,,
VDHG,VNGD DIV High Growth ETF Units FP,,"52,039,900",0.003,,
VEC,Vector Resources Limited,Materials,"29,133,000",0.001,,
VEE,Veem Limited,Industrials,"52,000,000",0.003,,
VELCP,Vealls Limited Capital,Consumer Discretionary,"109,858,000",0.005,,
VELIN,Vealls Limited Income,Consumer Discretionary,"4,384,350",0.000,,
VELPA,Vealls Limited 7.0% Cumulative Preference,Consumer Discretionary,"121,422",0.000,,
VEQ,VGD Ftse Eur Shares ETF Units FP,,"182,931,000",0.009,,
VEU,VNGD All-World Ex-US Chess Depositary Interests 1:1,,"1,210,970,000",0.059,,
VG1,Vgi Partners Global,,"600,071,000",0.029,,
VGAD,VNGD Intl Shares H ETF Units FP,,"384,046,000",0.019,,
VGB,VNGD Aus GOV Bond ETF Units FP,,"136,674,000",0.007,,
VGE,VNGD Emerging MKTS ETF Units FP,,"213,112,000",0.010,,
VGL,Vista Group Int Limited Foreign Exempt NZX,Information Technology,"521,438,000",0.025,,
VGS,VNGD Intl Shares ETF Units FP,,"1,015,130,000",0.049,,
VHT,Volpara Health Tech,Health Care,"139,821,000",0.007,,
VHY,VNGD Aus High Yield ETF Units FP,,"1,024,190,000",0.050,,
VIA,Viagold Capital 1c,Consumer Discretionary,"97,892,100",0.005,,
VIC,Victory Mines Limited,Materials,"12,259,200",0.001,,
VIF,VD Int (Hedged) ETF ETF Units FP,,"183,280,000",0.009,,
VIG,Victor Group Holdings,Information Technology,"15,586,800",0.001,,
VII,Vietnam Industrial,Materials,"42,683,200",0.002,,
VIP,Voltage IP Limited,Information Technology,"16,909,800",0.001,,
VIV,Vivid Technology Limited,Industrials,"23,785,900",0.001,,
VKA,Viking Mines Limited,Materials,"9,411,540",0.000,,
VLA,Viralytics Limited,Health Care,"484,177,000",0.023,,
VLC,VNGD Aus Large ETF Units FP,,"80,592,100",0.004,,
VLS,Vita Life Sciences,Health Care,"43,325,400",0.002,,
VLT,Vault Intelligence,Information Technology,"14,800,500",0.001,,
VLW,Villa World Limited,Real Estate,"297,007,000",0.014,,
VMC,Venus Metals Cor Limited,Materials,"11,926,000",0.001,,
VMG,VDM Group Limited,Industrials,"11,755,300",0.001,,
VMIN,VNGD Min Vol ATV ETF Trading Managed Units FP,,"1,024,000",0.000,,
VML,Vital Metals Limited,Materials,"14,846,500",0.001,,
VMS,Venture Minerals,Materials,"15,312,700",0.001,,
VMT,Vmoto Limited,Consumer Discretionary,"12,186,500",0.001,,
VMX,Valmec Limited,Energy,"39,248,600",0.002,,
VMY,Vimy Resources Limited,Energy,"42,318,400",0.002,,
VOC,Vocus Group Limited,Telecommunication Services,"1,499,460,000",0.073,,
VP7,Velocity Prop GP Limited,Real Estate,"6,243,980",0.000,,
VPC,Velpic Limited,Information Technology,"4,523,380",0.000,,
VPR,Volt Power Group,Utilities,"16,489,100",0.001,,
VRC,Volt Resources Limited,Materials,"42,421,100",0.002,,
VRI,Veriluma Limited,Information Technology,"2,829,770",0.000,,
VRL,Village Roadshow Limited,Consumer Discretionary,"372,207,000",0.018,,
VRM,Verdant Min Limited,Materials,"24,090,300",0.001,,
VRS,Veris Limited,Industrials,"77,705,600",0.004,,
VRT,Virtus Health Limited,Health Care,"444,556,000",0.022,,
VRX,Ventnor Res Limited,Materials,"16,838,400",0.001,,
VSO,VNGD Aus Small ETF Units FP,,"166,794,000",0.008,,
VTG,Vita Group Limited,Consumer Discretionary,"156,381,000",0.008,,
VTI,Visioneering Technologies Inc Cdi Forus,Health Care,"82,622,200",0.004,,
VTS,VNGD US Total Market Chess Depositary Interests 1:1,,"1,292,220,000",0.063,,
VVLU,VNGD Globvlu ATV ETF Trading Managed Units FP,,"1,558,800",0.000,,
VVR,Viva Energy REIT Stapled Securities,Real Estate,"1,487,790,000",0.072,,
VXR,Venturex Resources,Materials,"50,378,100",0.002,,
VYS,Vysarn Limited,Materials,"4,768,000",0.000,,
WAA,Wam Active Limited,Financials,"45,940,700",0.002,,
WAF,West African Res Limited,Materials,"231,426,000",0.011,,
WAL,Wavenet Internation,Materials,"665,942",0.000,,
WAM,WAM Capital Limited,Financials,"1,577,340,000",0.076,,
WAT,Waterco Limited,Consumer Discretionary,"74,196,700",0.004,,
WAX,Wam Research Limited,Financials,"281,667,000",0.014,,
WBA,Webster Limited,Consumer Staples,"628,567,000",0.030,,
WBAPA,Webster Limited 9% Cumulative Preference,Consumer Staples,"535,840",0.000,,
WBC,Westpac Banking Corp,Financials,"95,340,600,000",4.619,,
WBE,Whitebark Energy,Energy,"7,923,450",0.000,,
WBT,Weebit Nano Limited,Materials,"57,186,300",0.003,,
WCN,White Cliff Min Limited,Materials,"6,855,840",0.000,,
WDE,Wealth Def EQU Limited,,"106,468,000",0.005,,
WDIV,SPDR Global Dividend ETF Units FP,,"174,372,000",0.008,,
WDMF,Ishares Edge WLD MF ETF Units FP,,"52,964,500",0.003,,
WEB,Webjet Limited,Consumer Discretionary,"1,483,010,000",0.072,,
WEC,White Energy Company,Energy,"11,493,100",0.001,,
WEL,Winchester Energy,Energy,"13,402,000",0.001,,
WEMG,SPDR Emerging MKTS ETF Units FP,,"20,521,600",0.001,,
WES,Wesfarmers Limited,Consumer Staples,"51,657,800,000",2.502,,
WFD,Westfield Corp Stapled Securities,Real Estate,"18,370,300,000",0.890,,
WFE,Winmar Resources Limited,Materials,"53,304,900",0.003,,
WGF,Wmark Global Fund,,"75,565,600",0.004,,
WGL,Wangle Technologies,Information Technology,"6,602,660",0.000,,
WGN,Wagners HLD Company,Materials,"661,640,000",0.032,,
WGX,Westgold Resources,Materials,"613,655,000",0.030,,
WHA,Wattle Health Au Limited,Consumer Staples,"126,489,000",0.006,,
WHC,Whitehaven Coal,Energy,"5,397,000,000",0.261,,
WHF,Whitefield Limited,Financials,"390,900,000",0.019,,
WHFPA,Whitefield Limited 8.0% Cumulative Preference,Financials,"23,790",0.000,,
WHK,Whitehawk Limited,Consumer Discretionary,"4,121,070",0.000,,
WIC,Westoz INV Limited,,"151,620,000",0.007,,
WKT,Walkabout Resources,Materials,"42,946,600",0.002,,
WLC,Wollongong Coal Limited,Materials,"46,834,900",0.002,,
WLD,Wellard Limited,Consumer Staples,"61,093,800",0.003,,
WLE,Wam Leaders Limited,,"801,652,000",0.039,,
WLF,Wolf Minerals,Materials,"66,451,500",0.003,,
WLL,Wellcom Group Limited,Industrials,"169,876,000",0.008,,
WMC,Wonhe Multimedia,Information Technology,"11,244,400",0.001,,
WMI,Wam Microcap Limited,,"196,212,000",0.010,,
WMK,Watermark Fund Limited,,"72,693,500",0.004,,
WML,Woomera Mining Limited,Materials,"6,798,260",0.000,,
WND,Windlab Limited,Utilities,"112,239,000",0.005,,
WNR,Wingara AG Limited,Consumer Staples,"31,940,800",0.002,,
WNS,World.Net Services,Information Technology,"700,583",0.000,,
WOF,Wolf Petroleum,Energy,"6,209,740",0.000,,
WOR,Worleyparsons Limited,Energy,"4,531,660,000",0.220,,
WOW,Woolworths Group Limited,Consumer Staples,"37,377,200,000",1.811,,
WPG,WPG Res Limited,Materials,"18,145,800",0.001,,
WPL,Woodside Petroleum,Energy,"30,340,700,000",1.470,,
WPP,WPP AUNZ Limited,Consumer Discretionary,"856,413,000",0.041,,
WQW,Winha Comm and Trad,Consumer Staples,"52,949,200",0.003,,
WRLD,Beta Managed Risk GL Trading Managed Fund Units FP,,"30,852,100",0.001,,
WRM,White Rock Min Limited,Materials,"11,310,500",0.001,,
WRR,World Reach Limited,Information Technology,"9,517,220",0.000,,
WSA,Western Areas Limited,Materials,"922,039,000",0.045,,
WSI,Weststar Industrial,Materials,"4,818,800",0.000,,
WTC,Wisetech Global Limited,Information Technology,"4,397,980,000",0.213,,
WTP,Watpac Limited,Industrials,"146,709,000",0.007,,
WVOL,Ishares Edgewld Mvol ETF Units FP,,"10,276,400",0.000,,
WWI,West Wits Mining Limited,Materials,"13,639,100",0.001,,
WXHG,SPDR World Ex OZ HDG ETF Units FP,,"82,327,500",0.004,,
WXOZ,SPDR World Ex OZ ETF Units FP,,"170,039,000",0.008,,
WZR,Wisr Limited,Financials,"11,385,100",0.001,,
XAM,Xanadu Mines Limited,Materials,"117,777,000",0.006,,
XF1,Xref Limited,Information Technology,"73,868,100",0.004,,
XIP,Xenith IP Group Limited,Industrials,"103,356,000",0.005,,
XPD,XPD Soccer Gear Group,Consumer Discretionary,"14,339,600",0.001,,
XPE,Xped Limited,Information Technology,"4,520,490",0.000,,
XRF,XRF Scientific,Industrials,"22,750,400",0.001,,
XRO,Xero Limited,Information Technology,"5,686,550,000",0.275,,
XST,Xstate Resources,Energy,"5,484,440",0.000,,
XTD,XTD Limited,Consumer Discretionary,"6,472,220",0.000,,
XTE,Xtek Limited,Industrials,"21,717,000",0.001,,
XTV,XTV Networks Limited,Consumer Discretionary,"9,700,260",0.000,,
YAL,Yancoal Aust Limited,Energy,"5,934,930,000",0.288,,
YANK,Beta Strong Usd Trading Managed Fund Units FP,,"12,600,000",0.001,,
YBR,Yellow Brick Road,Financials,"32,478,300",0.002,,
YMAX,Betasharesyieldmax Trading Managed Fund Units FP,Consumer Discretionary,"383,644,000",0.019,,
YOJ,Yojee Limited,Information Technology,"117,791,000",0.006,,
YOW,Yowie Group,Consumer Staples,"15,605,600",0.001,,
YPB,YPB Group Limited,Industrials,"14,443,200",0.001,,
Z1P,ZIP Co Limited,Financials,"251,216,000",0.012,,
ZAM,Zamanco Minerals Limited,Materials,"4,066,650",0.000,,
ZCNH,ETFs Renminbi ETF Units FP,,"494,000",0.000,,
ZEL,Z Energy Limited Foreign Exempt NZX,Energy,"2,796,000,000",0.135,,
ZEN,Zenith Energy Limited,Utilities,"76,928,000",0.004,,
ZER,ZETA Resources Limited,,"75,382,900",0.004,,
ZEU,ZEUS Resources Limited,Energy,"2,882,400",0.000,,
ZGL,ZICOM Group Limited,Industrials,"23,885,500",0.001,,
ZGM,ZAMIA Metals,Materials,"4,321,290",0.000,,
ZGOL,ETFs Physicalgold ETF Units FP,,"13,644,500",0.001,,
ZIM,Zimplats Holding Limited 10c US,Materials,"694,263,000",0.034,,
ZIP,Ziptel Limited,Telecommunication Services,"2,395,740",0.000,,
ZLD,ZELDA Therapeutics,Health Care,"58,406,400",0.003,,
ZMI,ZINC of Ireland NL,Materials,"10,534,200",0.001,,
ZNC,Zenith Minerals Limited,Materials,"38,297,200",0.002,,
ZNO,ZOONO Group Limited,Materials,"10,319,500",0.000,,
ZNT,Zenitas Health Limited,Health Care,"78,358,700",0.004,,
ZOZI,ETFSASX100 ETF Units FP,,"8,650,370",0.000,,
ZTA,ZETA Petroleum Chess Depositary Interests 1:1,Energy,"1,958,040",0.000,,
ZUSD,ETFs US Dollar ETF Units FP,,"18,865,400",0.001,,
ZYAU,ETFs ASX300 Yield ETF Units FP,,"54,095,800",0.003,,
ZYB,ZYBER Holdings Limited,Information Technology,"4,555,320",0.000,,
ZYUS,ETFs S&P500 Yield ETF Units FP,,"52,097,500",0.003,,
